id|score|comment|bookId
871|1|metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc|575
872|3|suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit|375
873|3|id turpis integer aliquet massa id lobortis convallis tortor risus dapibus|125
874|3|nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum|876
875|5|lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu|932
876|3|eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh|935
877|1|justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est|211
878|5|morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum|117
879|2|magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices|92
880|4|fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui|70
881|5|nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea|210
882|5|pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis|828
883|5|vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam|864
884|1|purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam|180
885|1|nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam|974
886|2|sed tristique in tempus sit amet sem fusce consequat nulla nisl|710
887|5|orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio|190
888|1|cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna|311
889|1|rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet|512
890|5|venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut|631
891|3|adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non|275
892|1|ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas|979
893|3|nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet|834
894|5|felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor|278
895|3|pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi|591
896|1|quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque|771
897|5|cras mi pede malesuada in imperdiet et commodo vulputate justo in|268
898|1|platea dictumst maecenas ut massa quis augue luctus tincidunt nulla|106
899|4|viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper|895
900|5|venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus|399
901|3|proin leo odio porttitor id consequat in consequat ut nulla sed|943
902|4|in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet|13
903|5|et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse|425
904|1|nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus|103
905|2|at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget|485
906|3|velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum|123
907|3|eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo|548
908|2|id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in|783
909|1|est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus|277
910|3|quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere|862
911|3|vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque|729
912|4|posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in|676
913|1|et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor|979
914|3|parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis|614
915|5|tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien|537
916|4|vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia|871
917|3|pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis|547
918|1|consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac|761
919|4|in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec|159
920|5|arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam|234
921|3|pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet|836
922|2|velit eu est congue elementum in hac habitasse platea dictumst|376
923|4|erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien|89
924|1|imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris|317
925|3|nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula|879
926|1|convallis morbi odio odio elementum eu interdum eu tincidunt in leo|929
927|3|congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum|319
928|4|ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla|910
929|4|rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper|157
930|2|duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a|807
931|5|est et tempus semper est quam pharetra magna ac consequat|369
932|5|eu interdum eu tincidunt in leo maecenas pulvinar lobortis est|704
933|5|mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel|980
934|2|id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at|631
935|4|nam dui proin leo odio porttitor id consequat in consequat ut nulla sed|269
936|5|pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac|379
937|1|lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et|200
938|2|eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien|180
939|4|in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio|699
940|1|nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia|268
941|4|ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere|809
942|4|nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam|376
943|2|pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis|491
944|1|vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue|634
945|3|tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed|906
946|3|ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur|254
947|4|nullam varius nulla facilisi cras non velit nec nisi vulputate|430
948|1|congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed|565
949|2|adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc|448
950|3|quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa|600
951|2|gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam|386
952|4|facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget|902
953|2|nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit|570
954|4|odio porttitor id consequat in consequat ut nulla sed accumsan felis|102
955|3|condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan|870
956|1|ac est lacinia nisi venenatis tristique fusce congue diam id ornare|796
957|5|aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt|526
958|3|rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus|766
959|4|rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id|113
960|2|tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras|989
961|2|sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui|282
962|3|justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum|127
963|2|in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum|130
964|1|consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante|805
965|3|aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non|276
966|2|luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet|107
967|4|maecenas tincidunt lacus at velit vivamus vel nulla eget eros|100
968|3|dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices|717
969|3|duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a|666
970|5|aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante|313
971|5|etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem|264
972|5|dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante|342
973|2|consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis|454
974|4|pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean|197
975|2|ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer|280
976|4|mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis|177
977|3|ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam|494
978|4|elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in|819
979|2|non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu|42
980|3|nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum|750
981|1|molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu|105
982|2|varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt|586
983|4|pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat|32
984|3|amet cursus id turpis integer aliquet massa id lobortis convallis|936
985|2|aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum|614
986|5|risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci|491
987|5|ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac|873
988|5|pede libero quis orci nullam molestie nibh in lectus pellentesque at|318
989|5|nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in|980
990|2|sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non|944
991|1|blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit|776
992|3|lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus|361
993|2|turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel|78
994|2|tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum|434
995|4|vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam|610
996|2|suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien|915
997|2|libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in|951
998|5|volutpat erat quisque erat eros viverra eget congue eget semper rutrum|955
999|2|bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu|985
1000|4|eget semper rutrum nulla nunc purus phasellus in felis donec semper|915
